time,gFx,gFy,gFz,TgF
0.003000,-0.1662,0.4419,0.6643,0.815
0.003000,-0.1427,0.4247,0.7630,0.885
0.003000,-0.1349,0.4174,0.8906,0.993
0.004000,-0.1124,0.3896,1.0479,1.124
0.006000,-0.0762,0.3729,1.1755,1.236
0.009000,-0.0386,0.3490,1.3041,1.351
0.014000,-0.0044,0.3216,1.4062,1.443
0.014000,0.0205,0.3030,1.4820,1.513
0.016000,0.0342,0.2771,1.5519,1.577
0.018000,0.0391,0.2517,1.6022,1.622
0.021000,0.0503,0.2292,1.6364,1.653
0.023000,0.0323,0.2160,1.6667,1.681
0.025000,0.0298,0.2048,1.6882,1.701
0.031000,0.0205,0.1838,1.6985,1.709
0.031000,-0.0010,0.1520,1.6736,1.680
0.033000,-0.0288,0.1471,1.6447,1.652
0.035000,-0.0308,0.1325,1.6467,1.652
0.038000,-0.0411,0.1173,1.6281,1.633
0.040000,-0.0601,0.1031,1.6012,1.606
0.043000,-0.0787,0.0924,1.5646,1.569
0.047000,-0.0929,0.0875,1.5328,1.538
0.048000,-0.1129,0.0772,1.4986,1.505
0.050000,-0.1310,0.0719,1.4771,1.485
0.053000,-0.1447,0.0748,1.4566,1.466
0.055000,-0.1559,0.0758,1.4214,1.432
0.057000,-0.1652,0.0831,1.3950,1.407
0.060000,-0.1730,0.0865,1.3656,1.379
0.062000,-0.1774,0.0924,1.3324,1.347
0.065000,-0.1813,0.1017,1.2997,1.316
0.067000,-0.1921,0.0982,1.2615,1.280
0.070000,-0.1877,0.1129,1.2366,1.256
0.072000,-0.1892,0.1276,1.2156,1.237
0.074000,-0.1916,0.1315,1.1990,1.221
0.077000,-0.1901,0.1349,1.1755,1.198
0.079000,-0.1975,0.1364,1.1775,1.202
0.082000,-0.1892,0.1432,1.1657,1.190
0.084000,-0.1867,0.1486,1.1506,1.175
0.087000,-0.1808,0.1486,1.1393,1.163
0.089000,-0.1755,0.1520,1.1208,1.145
0.091000,-0.1681,0.1471,1.1134,1.136
0.094000,-0.1706,0.1334,1.0870,1.108
0.096000,-0.1745,0.1285,1.0763,1.098
0.099000,-0.1691,0.1266,1.0714,1.092
0.101000,-0.1598,0.1026,1.0694,1.086
