time,gFx,gFy,gFz,TgF
0.003000,-0.2776,0.2620,0.8901,0.968
0.003000,-0.2928,0.2732,0.8647,0.953
0.003000,-0.3094,0.2683,0.8422,0.936
0.004000,-0.3270,0.2625,0.8241,0.925
0.004000,-0.3465,0.2551,0.8138,0.921
0.004000,-0.3544,0.2390,0.7972,0.905
0.006000,-0.3661,0.2331,0.7894,0.901
0.011000,-0.3632,0.2131,0.7689,0.877
0.012000,-0.3715,0.2014,0.7576,0.867
0.012000,-0.3803,0.1965,0.7454,0.860
0.015000,-0.3847,0.1975,0.7361,0.854
0.017000,-0.3974,0.1857,0.7239,0.846
0.020000,-0.4047,0.1857,0.7185,0.845
0.022000,-0.4160,0.1789,0.7029,0.836
0.025000,-0.4218,0.1975,0.7131,0.852
0.027000,-0.4272,0.1867,0.7097,0.849
0.029000,-0.4287,0.1916,0.7131,0.854
0.032000,-0.4277,0.2043,0.7151,0.858
0.034000,-0.4291,0.2048,0.7268,0.869
0.039000,-0.4238,0.2107,0.7341,0.873
0.040000,-0.4228,0.2156,0.7444,0.883
0.042000,-0.4150,0.2229,0.7532,0.888
0.045000,-0.4096,0.2248,0.7591,0.891
0.047000,-0.4052,0.2331,0.7625,0.894
0.049000,-0.4067,0.2366,0.7767,0.908
0.052000,-0.4116,0.2473,0.7850,0.920
0.055000,-0.4125,0.2659,0.7884,0.929
0.057000,-0.4174,0.2718,0.7962,0.939
0.059000,-0.4111,0.2820,0.8021,0.944
0.062000,-0.4008,0.2879,0.7972,0.938
0.064000,-0.4028,0.2913,0.7772,0.923
0.066000,-0.3940,0.2898,0.7605,0.904
0.069000,-0.3959,0.2957,0.7473,0.896
0.073000,-0.4042,0.2874,0.7288,0.882
0.074000,-0.4130,0.2903,0.7249,0.883
0.076000,-0.4189,0.2898,0.7112,0.875
0.079000,-0.4228,0.2820,0.7038,0.868
0.081000,-0.4277,0.2864,0.6950,0.865
0.083000,-0.4287,0.2982,0.6838,0.860
0.086000,-0.4252,0.2947,0.6696,0.846
0.088000,-0.4262,0.2952,0.6574,0.837
0.091000,-0.4204,0.2898,0.6374,0.817
0.093000,-0.4101,0.2820,0.6364,0.808
0.096000,-0.3984,0.2796,0.6203,0.788
0.098000,-0.3788,0.2727,0.6203,0.776
0.100000,-0.3622,0.2639,0.6100,0.757
0.103000,-0.3421,0.2591,0.6149,0.750
0.106000,-0.3314,0.2556,0.6232,0.751
0.108000,-0.3167,0.2473,0.6300,0.747
0.110000,-0.2962,0.2424,0.6481,0.753
0.113000,-0.2850,0.2375,0.6594,0.757
0.115000,-0.2742,0.2248,0.6823,0.769
0.118000,-0.2664,0.2136,0.7048,0.783
0.120000,-0.2625,0.2077,0.7185,0.793
0.123000,-0.2571,0.2072,0.7434,0.813
0.125000,-0.2527,0.2097,0.7605,0.828
0.128000,-0.2561,0.2087,0.7728,0.840
0.130000,-0.2522,0.2038,0.7899,0.854
0.132000,-0.2429,0.2116,0.8128,0.874
0.135000,-0.2297,0.2024,0.8246,0.880
0.137000,-0.2156,0.1950,0.8510,0.899
0.140000,-0.1965,0.1887,0.8642,0.906
0.143000,-0.1745,0.1823,0.8901,0.925
0.148000,-0.1501,0.1808,0.9101,0.940
0.148000,-0.1271,0.1745,0.9287,0.953
0.150000,-0.1026,0.1652,0.9414,0.961
0.152000,-0.0880,0.1647,0.9487,0.967
0.154000,-0.0767,0.1564,0.9570,0.973
0.157000,-0.0670,0.1618,0.9649,0.981
0.160000,-0.0552,0.1559,0.9590,0.973
0.162000,-0.0518,0.1466,0.9502,0.963
0.164000,-0.0528,0.1437,0.9360,0.948
0.166000,-0.0445,0.1388,0.9355,0.947
0.169000,-0.0562,0.1276,0.9145,0.925
0.172000,-0.0577,0.1041,0.8852,0.893
0.174000,-0.0694,0.1066,0.8710,0.880
0.176000,-0.0655,0.0806,0.8480,0.854
0.179000,-0.0665,0.0631,0.8114,0.817
0.181000,-0.0953,0.0758,0.7933,0.803
0.183000,-0.1110,0.0753,0.7669,0.779
0.186000,-0.1241,0.0787,0.7283,0.743
0.189000,-0.1256,0.0811,0.7244,0.740
0.191000,-0.1217,0.0806,0.7273,0.742
0.197000,-0.1129,0.0762,0.7332,0.746
0.197000,-0.1134,0.0709,0.7513,0.763
0.198000,-0.0992,0.0660,0.7757,0.785
0.201000,-0.0953,0.0582,0.7850,0.793
0.203000,-0.1007,0.0494,0.7889,0.797
0.206000,-0.1207,0.0601,0.7923,0.804
0.208000,-0.1354,0.0577,0.8099,0.823
0.211000,-0.1730,0.0655,0.8094,0.830
0.213000,-0.2141,0.0787,0.8207,0.852
0.216000,-0.2693,0.0987,0.8241,0.873
0.218000,-0.3231,0.1266,0.8295,0.899
0.220000,-0.3827,0.1525,0.8339,0.930
0.223000,-0.4321,0.1833,0.8461,0.968
0.225000,-0.4756,0.2038,0.8725,1.014
0.228000,-0.5059,0.2141,0.9023,1.056
0.230000,-0.5215,0.2204,0.9321,1.091
0.233000,-0.5284,0.2136,0.9692,1.124
0.235000,-0.5337,0.2165,1.0000,1.154
0.238000,-0.5303,0.2092,1.0338,1.181
0.240000,-0.5235,0.2121,1.0567,1.198
0.242000,-0.5122,0.2180,1.0870,1.221
0.245000,-0.5113,0.2292,1.1027,1.237
0.247000,-0.4956,0.2380,1.1222,1.250
0.250000,-0.4692,0.2503,1.1208,1.241
0.252000,-0.4428,0.2659,1.1291,1.242
0.255000,-0.4106,0.2732,1.1281,1.231
0.257000,-0.3783,0.2938,1.1252,1.223
0.260000,-0.3421,0.2996,1.1154,1.205
0.262000,-0.3123,0.3070,1.1051,1.189
0.265000,-0.2806,0.3104,1.0890,1.167
0.267000,-0.2615,0.3206,1.0685,1.146
0.269000,-0.2454,0.3202,1.0641,1.138
0.275000,-0.2268,0.3289,1.0465,1.120
0.275000,-0.2160,0.3285,1.0421,1.114
0.277000,-0.2063,0.3289,1.0347,1.105
0.280000,-0.1901,0.3392,1.0377,1.108
0.282000,-0.1823,0.3412,1.0328,1.103
0.284000,-0.1916,0.3505,1.0220,1.097
0.287000,-0.1936,0.3568,1.0206,1.098
0.290000,-0.1931,0.3612,1.0123,1.092
0.291000,-0.1965,0.3651,1.0352,1.115
0.294000,-0.1833,0.3519,1.0470,1.120
0.296000,-0.1716,0.3495,1.0704,1.139
0.299000,-0.1535,0.3338,1.0870,1.147
0.301000,-0.1398,0.3216,1.1056,1.160
0.304000,-0.1344,0.3079,1.1232,1.172
0.308000,-0.1202,0.2903,1.1369,1.180
0.308000,-0.1227,0.2820,1.1481,1.189
0.311000,-0.1198,0.2859,1.1589,1.200
0.314000,-0.1295,0.2923,1.1784,1.221
0.316000,-0.1354,0.2967,1.2039,1.247
0.318000,-0.1530,0.3128,1.2283,1.277
