time,gFx,gFy,gFz,TgF
0.002000,0.1344,0.8172,0.5025,0.969
0.003000,0.1408,0.8172,0.5264,0.982
0.004000,0.1427,0.8187,0.5460,0.994
0.007000,0.1461,0.8075,0.5592,0.993
0.009000,0.1486,0.8001,0.5689,0.993
0.012000,0.1525,0.7987,0.5807,0.999
0.015000,0.1603,0.7967,0.5865,1.002
0.017000,0.1637,0.7781,0.5929,0.992
0.019000,0.1779,0.7762,0.5904,0.991
0.021000,0.1701,0.7728,0.5821,0.982
0.024000,0.1603,0.7835,0.6002,1.000
0.027000,0.1584,0.7786,0.6095,1.001
0.029000,0.1603,0.7723,0.6095,0.997
0.032000,0.1569,0.7674,0.6085,0.992
0.034000,0.1515,0.7679,0.6154,0.996
0.036000,0.1549,0.7732,0.6134,0.999
0.039000,0.1603,0.7762,0.6110,1.001
0.042000,0.1603,0.7732,0.6149,1.001
0.044000,0.1422,0.7767,0.6247,1.007
0.046000,0.1437,0.7693,0.6139,0.995
0.049000,0.1432,0.7708,0.6164,0.997
0.051000,0.1422,0.7674,0.6149,0.994
0.054000,0.1393,0.7689,0.6080,0.990
0.056000,0.1310,0.7728,0.6110,0.994
0.059000,0.1241,0.7698,0.6115,0.991
0.061000,0.1129,0.7757,0.6247,1.002
0.064000,0.1022,0.7801,0.6207,1.002
0.066000,0.0948,0.7938,0.6056,1.003
0.071000,0.0934,0.7864,0.6022,0.995
0.072000,0.0938,0.7918,0.6036,1.000
0.074000,0.0948,0.7899,0.6027,0.998
0.076000,0.0904,0.7982,0.5963,1.000
0.079000,0.0870,0.7948,0.6012,1.000
0.086000,0.0880,0.8016,0.5978,1.004
0.088000,0.0865,0.7933,0.6041,1.001
0.088000,0.0948,0.7923,0.6061,1.002
0.088000,0.0982,0.7899,0.6120,1.004
0.091000,0.1041,0.7889,0.6080,1.001
0.094000,0.0992,0.7820,0.6154,1.000
0.096000,0.0982,0.7772,0.6207,0.999
0.100000,0.0987,0.7757,0.6212,0.999
0.101000,0.1090,0.7679,0.6154,0.990
0.103000,0.1051,0.7654,0.6295,0.997
0.106000,0.1100,0.7625,0.6251,0.992
0.108000,0.1134,0.7654,0.6207,0.992
0.111000,0.1173,0.7645,0.6242,0.994
0.114000,0.1232,0.7649,0.6286,0.998
0.116000,0.1110,0.7664,0.6325,1.000
0.118000,0.1046,0.7674,0.6271,0.997
0.121000,0.1031,0.7728,0.6203,0.996
0.123000,0.1036,0.7728,0.6237,0.998
0.126000,0.1012,0.7728,0.6242,0.998
0.128000,0.1017,0.7796,0.6256,1.005
0.131000,0.0968,0.7855,0.6242,1.008
0.133000,0.1012,0.7884,0.6144,1.005
0.136000,0.1041,0.7860,0.6237,1.009
0.138000,0.1090,0.7904,0.6295,1.016
0.141000,0.1105,0.8016,0.6349,1.029
