time,gFx,gFy,gFz,TgF
0.004000,-0.3211,0.0978,0.6672,0.747
0.005000,-0.3377,0.0880,0.6579,0.745
0.005000,-0.3353,0.0948,0.6315,0.721
0.005000,-0.3197,0.0880,0.6032,0.688
0.005000,-0.3216,0.1276,0.6139,0.705
0.006000,-0.3045,0.1545,0.6056,0.695
0.006000,-0.2776,0.1965,0.6266,0.713
0.006000,-0.2468,0.2195,0.6511,0.730
0.007000,-0.2072,0.2478,0.6872,0.759
0.007000,-0.1716,0.2571,0.7464,0.808
0.008000,-0.1364,0.2659,0.8026,0.856
0.011000,-0.0929,0.2317,0.8304,0.867
0.013000,-0.0396,0.2068,0.8603,0.886
0.021000,-0.0059,0.2292,0.9644,0.991
0.021000,0.0005,0.2454,1.1046,1.132
0.021000,0.0078,0.2483,1.2053,1.231
0.023000,0.0117,0.2620,1.3094,1.335
0.030000,0.0176,0.2547,1.3632,1.387
0.031000,0.0200,0.2444,1.3999,1.421
0.031000,0.0166,0.2356,1.4258,1.445
0.033000,0.0137,0.2287,1.4346,1.453
0.035000,0.0088,0.2097,1.4448,1.460
0.038000,-0.0083,0.1813,1.4395,1.451
0.040000,-0.0244,0.1711,1.4414,1.452
0.042000,-0.0489,0.1574,1.4419,1.451
0.045000,-0.0679,0.1447,1.4223,1.431
0.047000,-0.0875,0.1364,1.4101,1.419
0.050000,-0.1036,0.1339,1.3749,1.385
0.053000,-0.1168,0.1212,1.3485,1.359
0.060000,-0.1325,0.1149,1.3129,1.325
0.061000,-0.1427,0.1070,1.2567,1.269
0.061000,-0.1466,0.1070,1.2122,1.226
0.062000,-0.1623,0.1046,1.1574,1.173
0.065000,-0.1681,0.1022,1.1139,1.131
0.068000,-0.1584,0.0982,1.0880,1.104
0.070000,-0.1584,0.1080,1.0494,1.067
0.072000,-0.1525,0.0953,1.0333,1.049
0.078000,-0.1530,0.0958,1.0196,1.035
0.081000,-0.1354,0.1007,1.0069,1.021
0.081000,-0.1110,0.0919,1.0049,1.015
0.083000,-0.1046,0.0958,1.0025,1.012
0.090000,-0.0890,0.0924,1.0137,1.022
0.091000,-0.0723,0.0836,1.0108,1.017
0.091000,-0.0552,0.0753,1.0142,1.019
0.095000,-0.0474,0.0616,1.0235,1.026
0.097000,-0.0411,0.0567,1.0255,1.028
0.098000,-0.0391,0.0425,1.0211,1.023
0.100000,-0.0386,0.0411,1.0196,1.021
0.102000,-0.0445,0.0396,1.0235,1.025
0.105000,-0.0523,0.0367,1.0401,1.042
0.107000,-0.0547,0.0479,1.0475,1.050
0.109000,-0.0660,0.0587,1.0665,1.070
0.112000,-0.0694,0.0684,1.0875,1.092
0.120000,-0.0885,0.0846,1.1032,1.110
0.122000,-0.0943,0.1066,1.1208,1.130
0.122000,-0.1080,0.1266,1.1403,1.152
0.123000,-0.1183,0.1373,1.1545,1.169
0.124000,-0.1320,0.1545,1.1672,1.185
0.127000,-0.1457,0.1701,1.1887,1.210
0.129000,-0.1447,0.1887,1.1780,1.202
0.132000,-0.1554,0.2014,1.1775,1.205
0.134000,-0.1574,0.2107,1.1750,1.204
0.137000,-0.1579,0.2107,1.1613,1.191
0.139000,-0.1686,0.2214,1.1525,1.186
0.141000,-0.1784,0.2263,1.1354,1.171
0.150000,-0.1862,0.2214,1.1130,1.150
0.151000,-0.1931,0.2327,1.0890,1.130
0.151000,-0.2024,0.2268,1.0611,1.104
0.152000,-0.2028,0.2312,1.0387,1.083
0.156000,-0.2116,0.2444,1.0040,1.055
0.157000,-0.2170,0.2366,0.9893,1.040
0.159000,-0.2160,0.2547,0.9605,1.017
0.161000,-0.2263,0.2595,0.9468,1.007
0.164000,-0.2307,0.2639,0.9287,0.993
0.167000,-0.2243,0.2742,0.9257,0.991
0.169000,-0.2263,0.2815,0.9155,0.984
0.171000,-0.2302,0.2820,0.9033,0.974
0.180000,-0.2209,0.2938,0.9008,0.973
0.181000,-0.2146,0.3050,0.9008,0.975
0.181000,-0.2043,0.3026,0.8974,0.969
0.182000,-0.1984,0.2933,0.8891,0.957
0.184000,-0.1843,0.2854,0.8744,0.938
0.186000,-0.1760,0.2791,0.8656,0.926
0.189000,-0.1564,0.2649,0.8573,0.911
0.191000,-0.1564,0.2703,0.8466,0.902
0.194000,-0.1613,0.2630,0.8353,0.890
0.196000,-0.1452,0.2679,0.8236,0.878
0.199000,-0.1417,0.2742,0.8280,0.884
0.202000,-0.1427,0.2869,0.8309,0.891
0.209000,-0.1241,0.2845,0.8412,0.897
0.211000,-0.1305,0.3045,0.8407,0.904
0.211000,-0.1217,0.3079,0.8524,0.914
0.212000,-0.1232,0.3167,0.8705,0.934
0.214000,-0.1193,0.3250,0.8808,0.946
0.218000,-0.1246,0.3289,0.9008,0.967
0.219000,-0.1241,0.3216,0.9228,0.985
0.221000,-0.1198,0.3182,0.9507,1.010
0.224000,-0.1315,0.3182,0.9517,1.012
0.226000,-0.1198,0.2957,0.9712,1.022
0.228000,-0.1124,0.2747,0.9780,1.022
0.231000,-0.1017,0.2625,0.9820,1.022
0.239000,-0.0948,0.2493,0.9683,1.004
0.243000,-0.0904,0.2302,0.9712,1.002
0.243000,-0.0811,0.2126,0.9521,0.979
0.244000,-0.0821,0.2063,0.9414,0.967
0.245000,-0.0787,0.1975,0.9253,0.949
0.247000,-0.0846,0.1852,0.9086,0.931
0.248000,-0.0850,0.1828,0.8940,0.916
0.251000,-0.0953,0.1745,0.8744,0.897
0.253000,-0.1022,0.1706,0.8637,0.886
0.256000,-0.1163,0.1823,0.8549,0.882
0.258000,-0.1232,0.1784,0.8402,0.868
0.261000,-0.1393,0.1750,0.8309,0.861
0.271000,-0.1457,0.1833,0.8260,0.859
0.272000,-0.1549,0.1823,0.8221,0.856
0.272000,-0.1633,0.1852,0.8075,0.844
0.273000,-0.1633,0.1769,0.8114,0.846
0.273000,-0.1633,0.1838,0.8089,0.845
0.276000,-0.1696,0.1862,0.7987,0.837
0.278000,-0.1589,0.1867,0.7904,0.828
0.281000,-0.1598,0.1789,0.7845,0.820
0.283000,-0.1637,0.1750,0.7830,0.819
0.286000,-0.1633,0.1862,0.7679,0.807
0.289000,-0.1549,0.1794,0.7693,0.805
0.291000,-0.1652,0.1862,0.7737,0.813
0.293000,-0.1652,0.1906,0.7864,0.826
0.302000,-0.1725,0.1945,0.7992,0.840
0.304000,-0.1867,0.2019,0.8099,0.855
0.304000,-0.1901,0.1999,0.8407,0.885
0.305000,-0.1882,0.2097,0.8730,0.917
0.306000,-0.1872,0.2087,0.9013,0.944
0.308000,-0.1867,0.2200,0.9370,0.980
0.310000,-0.1838,0.2229,0.9780,1.020
0.313000,-0.1896,0.2302,1.0225,1.065
0.318000,-0.1901,0.2361,1.0509,1.094
0.319000,-0.1906,0.2395,1.0939,1.136
0.320000,-0.1823,0.2385,1.1276,1.167
0.323000,-0.1794,0.2341,1.1760,1.212
0.325000,-0.1711,0.2385,1.2166,1.251
0.328000,-0.1554,0.2400,1.2650,1.297
0.330000,-0.1329,0.2356,1.2962,1.324
0.333000,-0.1173,0.2371,1.3353,1.361
0.335000,-0.0992,0.2375,1.3544,1.379
0.338000,-0.0762,0.2302,1.3906,1.412
0.340000,-0.0591,0.2307,1.4057,1.426
0.343000,-0.0381,0.2302,1.4287,1.448
0.345000,-0.0191,0.2190,1.4321,1.449
0.348000,0.0005,0.2209,1.4522,1.469
0.350000,0.0166,0.2082,1.4458,1.461
0.354000,0.0357,0.2097,1.4571,1.472
0.356000,0.0552,0.2156,1.4702,1.487
0.362000,0.0831,0.2102,1.4605,1.478
0.363000,0.1031,0.2136,1.4605,1.480
0.363000,0.1334,0.2068,1.4668,1.487
0.365000,0.1564,0.2097,1.4668,1.490
0.367000,0.1808,0.2077,1.4619,1.488
0.371000,0.1999,0.1999,1.4590,1.486
0.372000,0.2146,0.2033,1.4590,1.489
0.375000,0.2258,0.2019,1.4600,1.491
0.377000,0.2224,0.1955,1.4585,1.488
0.380000,0.2195,0.1955,1.4512,1.481
0.382000,0.2204,0.1970,1.4497,1.480
0.385000,0.2087,0.1867,1.4478,1.475
0.387000,0.1965,0.1774,1.4497,1.474
0.390000,0.1799,0.1940,1.4316,1.456
0.392000,0.1593,0.1872,1.4287,1.450
0.397000,0.1442,0.1833,1.4150,1.434
0.398000,0.1344,0.1857,1.4077,1.426
0.400000,0.1066,0.1940,1.3955,1.413
0.402000,0.0978,0.1960,1.3774,1.395
0.405000,0.0782,0.1955,1.3622,1.378
0.407000,0.0611,0.2053,1.3505,1.367
0.410000,0.0357,0.2028,1.3505,1.366
0.413000,0.0249,0.2038,1.3373,1.353
0.415000,0.0073,0.2053,1.3368,1.353
0.417000,0.0005,0.2126,1.3324,1.349
0.420000,-0.0049,0.2107,1.3456,1.362
0.422000,-0.0156,0.2146,1.3446,1.362
0.425000,-0.0108,0.2200,1.3578,1.376
0.427000,-0.0205,0.2112,1.3735,1.390
0.429000,-0.0108,0.2102,1.3886,1.404
0.432000,-0.0098,0.2024,1.4087,1.423
0.434000,0.0029,0.1950,1.4248,1.438
0.437000,0.0068,0.1852,1.4419,1.454
0.440000,0.0186,0.1633,1.4600,1.469
0.442000,0.0171,0.1584,1.4717,1.480
0.444000,0.0166,0.1481,1.4786,1.486
0.447000,0.0161,0.1344,1.4761,1.482
