time,gFx,gFy,gFz,TgF
0.003000,-0.2962,0.3847,0.8578,0.986
0.004000,-0.3074,0.3798,0.8720,1.000
0.004000,-0.2967,0.3759,0.8827,1.004
0.004000,-0.3026,0.3700,0.8896,1.010
0.004000,-0.3055,0.3695,0.8930,1.014
0.006000,-0.2977,0.3558,0.9047,1.017
0.009000,-0.2918,0.3607,0.9111,1.022
0.011000,-0.2884,0.3485,0.9194,1.025
0.013000,-0.2742,0.3485,0.9267,1.027
0.016000,-0.2693,0.3446,0.9385,1.035
0.018000,-0.2664,0.3500,0.9375,1.036
0.021000,-0.2532,0.3470,0.9477,1.041
0.026000,-0.2493,0.3475,0.9502,1.042
0.026000,-0.2395,0.3470,0.9546,1.044
0.028000,-0.2400,0.3505,0.9575,1.048
0.033000,-0.2292,0.3607,0.9634,1.054
0.033000,-0.2297,0.3593,0.9575,1.048
0.035000,-0.2327,0.3568,0.9590,1.049
0.038000,-0.2273,0.3646,0.9609,1.053
0.040000,-0.2273,0.3646,0.9605,1.052
0.043000,-0.2239,0.3651,0.9556,1.047
0.046000,-0.2204,0.3637,0.9453,1.037
0.048000,-0.2185,0.3612,0.9399,1.030
0.050000,-0.2072,0.3495,0.9336,1.018
0.053000,-0.2004,0.3431,0.9287,1.010
0.055000,-0.1994,0.3461,0.9262,1.009
0.058000,-0.2053,0.3485,0.9316,1.016
0.060000,-0.2126,0.3553,0.9199,1.009
0.063000,-0.2204,0.3563,0.9184,1.009
0.065000,-0.2287,0.3514,0.9106,1.003
0.068000,-0.2371,0.3553,0.9140,1.009
0.070000,-0.2483,0.3607,0.9155,1.015
0.073000,-0.2644,0.3607,0.9238,1.026
0.077000,-0.2688,0.3627,0.9287,1.033
0.078000,-0.2810,0.3539,0.9272,1.031
0.080000,-0.2815,0.3500,0.9477,1.049
0.083000,-0.2894,0.3480,0.9502,1.052
0.093000,-0.2908,0.3461,0.9570,1.058
0.094000,-0.3030,0.3343,0.9683,1.068
0.094000,-0.2913,0.3363,0.9732,1.070
0.094000,-0.2962,0.3182,0.9766,1.069
0.098000,-0.2918,0.3241,0.9824,1.075
0.099000,-0.2820,0.3167,0.9834,1.071
0.101000,-0.2752,0.3138,0.9859,1.071
0.103000,-0.2659,0.3153,0.9927,1.075
0.105000,-0.2591,0.3138,0.9868,1.067
0.108000,-0.2561,0.3172,0.9785,1.060
0.112000,-0.2483,0.3192,0.9766,1.057
0.113000,-0.2410,0.3211,0.9727,1.052
0.115000,-0.2449,0.3373,0.9776,1.063
0.117000,-0.2371,0.3358,0.9761,1.059
0.120000,-0.2439,0.3402,0.9668,1.054
0.122000,-0.2542,0.3431,0.9565,1.048
0.125000,-0.2586,0.3456,0.9448,1.039
0.127000,-0.2688,0.3529,0.9468,1.046
0.130000,-0.2718,0.3426,0.9438,1.040
0.132000,-0.2698,0.3456,0.9463,1.043
0.135000,-0.2791,0.3319,0.9389,1.034
0.137000,-0.2913,0.3260,0.9512,1.047
0.139000,-0.2791,0.3192,0.9536,1.044
0.142000,-0.2864,0.3148,0.9585,1.049
0.145000,-0.2850,0.3070,0.9673,1.054
0.147000,-0.2977,0.2967,0.9829,1.069
0.150000,-0.2996,0.3016,0.9873,1.075
0.152000,-0.3035,0.3026,0.9956,1.084
0.155000,-0.3128,0.3030,1.0128,1.102
0.158000,-0.3114,0.2986,1.0157,1.104
0.159000,-0.3094,0.3001,1.0240,1.111
0.162000,-0.3074,0.2977,1.0240,1.110
0.165000,-0.2996,0.3006,1.0240,1.108
0.167000,-0.2957,0.2967,1.0367,1.118
0.169000,-0.2840,0.3045,1.0391,1.119
0.172000,-0.2796,0.3055,1.0470,1.126
0.175000,-0.2605,0.3089,1.0450,1.120
0.177000,-0.2639,0.3070,1.0577,1.133
0.179000,-0.2542,0.3070,1.0572,1.130
0.182000,-0.2517,0.3011,1.0665,1.136
0.184000,-0.2444,0.3016,1.0567,1.126
0.187000,-0.2434,0.3026,1.0753,1.143
0.189000,-0.2424,0.3035,1.0611,1.130
0.194000,-0.2434,0.3055,1.0675,1.137
0.194000,-0.2434,0.3074,1.0567,1.127
0.202000,-0.2415,0.3030,1.0558,1.125
0.203000,-0.2551,0.3104,1.0426,1.117
0.203000,-0.2542,0.3030,1.0567,1.128
0.204000,-0.2483,0.3084,1.0484,1.121
0.207000,-0.2463,0.2942,1.0470,1.115
0.209000,-0.2576,0.3006,1.0367,1.110
0.211000,-0.2551,0.2996,1.0323,1.105
0.214000,-0.2532,0.3001,1.0299,1.102
0.216000,-0.2488,0.3026,1.0157,1.089
0.219000,-0.2522,0.2972,1.0025,1.076
0.222000,-0.2488,0.3040,1.0030,1.077
0.224000,-0.2527,0.3060,0.9927,1.069
0.227000,-0.2473,0.3079,0.9878,1.064
0.229000,-0.2434,0.3133,0.9717,1.050
0.231000,-0.2322,0.3089,0.9692,1.043
0.234000,-0.2273,0.3114,0.9536,1.029
0.236000,-0.2175,0.3094,0.9389,1.012
0.239000,-0.2195,0.3133,0.9248,1.001
0.242000,-0.2160,0.3172,0.9106,0.988
0.244000,-0.2121,0.3128,0.8979,0.974
0.246000,-0.2082,0.3172,0.8837,0.962
0.249000,-0.2121,0.3187,0.8739,0.954
0.251000,-0.2116,0.3202,0.8793,0.959
