time,gFx,gFy,gFz,TgF
0.002000,0.1491,0.8241,0.8578,1.199
0.002000,0.1466,0.8050,0.8940,1.212
0.004000,0.1486,0.7938,0.9101,1.217
0.008000,0.1579,0.7860,0.9287,1.227
0.009000,0.1432,0.7816,0.9385,1.230
0.011000,0.1369,0.7718,0.9375,1.222
0.013000,0.1256,0.7747,0.9492,1.232
0.016000,0.1212,0.7713,0.9551,1.234
0.019000,0.1266,0.7659,0.9556,1.231
0.021000,0.1295,0.7693,0.9605,1.237
0.023000,0.1246,0.7835,0.9619,1.247
0.026000,0.1178,0.8006,0.9609,1.256
0.028000,0.1315,0.8138,0.9639,1.268
0.031000,0.1369,0.8246,0.9717,1.282
0.033000,0.1540,0.8299,0.9653,1.282
0.036000,0.1613,0.8451,0.9653,1.293
0.038000,0.1681,0.8612,0.9727,1.310
0.041000,0.1760,0.8695,0.9688,1.314
0.043000,0.1799,0.8691,0.9605,1.308
0.046000,0.1872,0.8832,0.9609,1.319
0.048000,0.1916,0.8808,0.9414,1.303
0.051000,0.1823,0.8969,0.9282,1.304
0.053000,0.1769,0.9052,0.9184,1.302
0.056000,0.1584,0.9135,0.9282,1.312
0.058000,0.1608,0.9150,0.8945,1.290
0.061000,0.1554,0.9096,0.8734,1.271
0.063000,0.1364,0.9204,0.8754,1.278
0.066000,0.1110,0.9458,0.8862,1.301
0.068000,0.0391,0.9912,0.9038,1.342
0.071000,0.0474,0.9790,0.8950,1.327
0.073000,0.0587,0.9746,0.8539,1.297
0.076000,0.0640,0.9658,0.8475,1.287
0.078000,0.0738,0.9556,0.8265,1.266
0.080000,0.0860,0.9551,0.8236,1.264
0.083000,0.1022,0.9326,0.8099,1.239
0.088000,0.1129,0.9130,0.8055,1.223
0.089000,0.1359,0.8910,0.7840,1.195
0.090000,0.1486,0.8642,0.7679,1.166
0.093000,0.1716,0.8329,0.7566,1.138
0.095000,0.1945,0.7869,0.7542,1.107
0.101000,0.2097,0.7561,0.7332,1.074
0.101000,0.2307,0.7170,0.7234,1.044
0.104000,0.2483,0.6838,0.7082,1.015
0.105000,0.2679,0.6652,0.7004,1.002
0.111000,0.2820,0.6462,0.6960,0.991
0.111000,0.2913,0.6300,0.6721,0.966
0.113000,0.3021,0.6256,0.6828,0.974
0.115000,0.3123,0.6193,0.6809,0.972
0.118000,0.3260,0.6227,0.6848,0.981
0.121000,0.3211,0.6339,0.6941,0.993
0.123000,0.3324,0.6481,0.6902,1.003
0.125000,0.3363,0.6730,0.7014,1.029
0.128000,0.3314,0.6950,0.7024,1.042
0.130000,0.3412,0.7253,0.7029,1.066
0.132000,0.3441,0.7444,0.7107,1.085
0.135000,0.3553,0.7757,0.7073,1.108
