x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
0.420456,0.715408,-0.213287,0.856787,90547.347107,2001-01-01 19:09:07.347 -0600
0.459305,0.814117,-0.270447,0.973083,90547.317230,2001-01-01 19:09:07.317 -0600
0.577545,0.930771,-0.311325,1.138778,90547.287445,2001-01-01 19:09:07.287 -0600
0.627182,1.050385,-0.272659,1.253399,90547.257538,2001-01-01 19:09:07.258 -0600
0.655563,1.057404,-0.178329,1.256848,90547.227752,2001-01-01 19:09:07.228 -0600
0.642532,0.984146,-0.092117,1.178930,90547.197845,2001-01-01 19:09:07.198 -0600
0.586685,0.870804,-0.018036,1.050154,90547.168060,2001-01-01 19:09:07.168 -0600
0.483109,0.849976,0.019379,0.977869,90547.138153,2001-01-01 19:09:07.138 -0600
0.387283,0.810349,0.036179,0.898867,90547.108368,2001-01-01 19:09:07.108 -0600
0.409256,0.786377,-0.040421,0.887419,90547.078460,2001-01-01 19:09:07.078 -0600
0.529999,0.888351,-0.112015,1.040488,90547.048675,2001-01-01 19:09:07.049 -0600
0.560913,0.899155,-0.103378,1.064796,90547.018768,2001-01-01 19:09:07.019 -0600
0.455734,0.836365,-0.077118,0.955587,90546.988983,2001-01-01 19:09:06.989 -0600
0.373138,0.848648,-0.091049,0.931518,90546.959076,2001-01-01 19:09:06.959 -0600
0.341690,0.805679,-0.093262,0.880096,90546.929291,2001-01-01 19:09:06.929 -0600
0.385849,0.838577,-0.143616,0.934193,90546.899383,2001-01-01 19:09:06.899 -0600
0.569290,0.847290,-0.212326,1.042628,90546.869598,2001-01-01 19:09:06.870 -0600
0.594955,0.914169,-0.192398,1.107562,90546.839715,2001-01-01 19:09:06.840 -0600
0.454086,0.933670,-0.059265,1.039926,90546.809931,2001-01-01 19:09:06.810 -0600
0.408966,0.894989,-0.112701,0.990434,90546.780024,2001-01-01 19:09:06.780 -0600
0.448837,0.811981,-0.221954,0.953956,90546.750269,2001-01-01 19:09:06.750 -0600
0.409515,0.865509,-0.245972,0.988590,90546.720331,2001-01-01 19:09:06.720 -0600
0.408661,0.845016,-0.258148,0.973497,90546.690577,2001-01-01 19:09:06.691 -0600
0.532242,0.858597,-0.268707,1.045310,90546.660669,2001-01-01 19:09:06.661 -0600
0.523819,0.837692,-0.230423,1.014500,90546.630884,2001-01-01 19:09:06.631 -0600
0.608215,0.859238,-0.252197,1.082506,90546.600977,2001-01-01 19:09:06.601 -0600
0.740570,0.853622,-0.235992,1.154473,90546.571191,2001-01-01 19:09:06.571 -0600
0.714920,1.049362,-0.235016,1.291319,90546.541285,2001-01-01 19:09:06.541 -0600
0.771576,0.762207,-0.260345,1.115378,90546.511499,2001-01-01 19:09:06.511 -0600
0.836578,0.743042,-0.269562,1.150929,90546.481592,2001-01-01 19:09:06.482 -0600
0.683426,0.863174,-0.307983,1.143239,90546.451807,2001-01-01 19:09:06.452 -0600
0.418091,0.768402,-0.298660,0.924359,90546.421900,2001-01-01 19:09:06.422 -0600
0.218292,0.623306,-0.276733,0.716061,90546.392115,2001-01-01 19:09:06.392 -0600
0.269470,0.628311,-0.397522,0.790830,90546.362207,2001-01-01 19:09:06.362 -0600
0.340088,0.623932,-0.457993,0.845404,90546.332422,2001-01-01 19:09:06.332 -0600
0.305222,0.661911,-0.460678,0.862271,90546.302514,2001-01-01 19:09:06.303 -0600
0.254059,0.741577,-0.444839,0.901313,90546.272760,2001-01-01 19:09:06.273 -0600
0.303680,0.683533,-0.503723,0.901763,90546.242852,2001-01-01 19:09:06.243 -0600
0.285263,0.844757,-0.444458,0.996259,90546.213068,2001-01-01 19:09:06.213 -0600
0.351990,0.892548,-0.505814,1.084613,90546.183161,2001-01-01 19:09:06.183 -0600
0.459091,0.910721,-0.529526,1.149163,90546.153375,2001-01-01 19:09:06.153 -0600
0.436752,0.963333,-0.541855,1.188432,90546.123468,2001-01-01 19:09:06.123 -0600
0.345337,0.905334,-0.575775,1.127122,90546.093683,2001-01-01 19:09:06.094 -0600
0.176758,0.884903,-0.682449,1.131386,90546.063776,2001-01-01 19:09:06.064 -0600
-0.012314,0.915390,-0.788025,1.207921,90546.033991,2001-01-01 19:09:06.034 -0600
-0.107971,0.741364,-0.810974,1.104064,90546.004084,2001-01-01 19:09:06.004 -0600
-0.253860,0.776962,-0.814957,1.154240,90545.974268,2001-01-01 19:09:05.974 -0600
-0.286011,0.588562,-0.894775,1.108526,90545.944361,2001-01-01 19:09:05.944 -0600
-0.502640,0.760284,-0.929657,1.301899,90545.914576,2001-01-01 19:09:05.915 -0600
-0.712082,0.433182,-0.817825,1.167709,90545.884668,2001-01-01 19:09:05.885 -0600
-1.073166,0.731705,-0.703735,1.477268,90545.854883,2001-01-01 19:09:05.855 -0600
-0.984055,0.476990,-0.601776,1.248206,90545.825037,2001-01-01 19:09:05.825 -0600
-0.512634,0.031036,-0.641464,0.821726,90545.795252,2001-01-01 19:09:05.795 -0600
-0.295700,0.068558,-0.717667,0.779220,90545.765345,2001-01-01 19:09:05.765 -0600
-0.319458,0.056458,-0.783859,0.848337,90545.735560,2001-01-01 19:09:05.736 -0600
-0.515060,-0.008255,-0.667053,0.842802,90545.705653,2001-01-01 19:09:05.706 -0600
-0.903732,-0.102417,-0.470383,1.023954,90545.675868,2001-01-01 19:09:05.676 -0600
-0.933167,-0.161407,-0.580978,1.111030,90545.645960,2001-01-01 19:09:05.646 -0600
-0.723373,-0.131973,-0.674820,0.998032,90545.616175,2001-01-01 19:09:05.616 -0600
-0.813858,-0.058853,-0.453552,0.933562,90545.586298,2001-01-01 19:09:05.586 -0600
-0.711166,-0.193954,-0.572464,0.933323,90545.556513,2001-01-01 19:09:05.557 -0600
-0.454926,-0.089569,-0.803665,0.927824,90545.526606,2001-01-01 19:09:05.527 -0600
-0.137543,0.096558,-0.746170,0.764860,90545.496821,2001-01-01 19:09:05.497 -0600
-0.772949,-0.327576,-0.819794,1.173379,90545.466914,2001-01-01 19:09:05.467 -0600
-0.209061,0.087753,-0.693008,0.729155,90545.437129,2001-01-01 19:09:05.437 -0600
-0.388763,-0.149612,-0.907776,0.998788,90545.407221,2001-01-01 19:09:05.407 -0600
-0.366394,-0.178162,-0.796585,0.894726,90545.377467,2001-01-01 19:09:05.377 -0600
-0.425888,-0.163589,-0.777527,0.901493,90545.347559,2001-01-01 19:09:05.348 -0600
-0.366089,-0.258591,-0.777603,0.897528,90545.317774,2001-01-01 19:09:05.318 -0600
-0.373062,-0.158005,-0.840179,0.932761,90545.287867,2001-01-01 19:09:05.288 -0600
-0.379089,-0.233566,-0.820541,0.933568,90545.258082,2001-01-01 19:09:05.258 -0600
-0.511551,-0.221954,-0.749832,0.934450,90545.228175,2001-01-01 19:09:05.228 -0600
-0.556000,-0.274323,-0.821289,1.029031,90545.198390,2001-01-01 19:09:05.198 -0600
-0.532440,-0.270370,-0.810287,1.006558,90545.168513,2001-01-01 19:09:05.169 -0600
-0.566132,-0.084686,-0.989609,1.143242,90545.138728,2001-01-01 19:09:05.139 -0600
-0.330353,-0.245667,-0.965988,1.050056,90545.108820,2001-01-01 19:09:05.109 -0600
-0.506927,-0.313873,-0.899277,1.078977,90545.079035,2001-01-01 19:09:05.079 -0600
-0.511887,-0.285004,-0.840546,1.024584,90545.049128,2001-01-01 19:09:05.049 -0600
-0.210403,-0.075851,-0.855316,0.884075,90545.019373,2001-01-01 19:09:05.019 -0600
0.028473,0.149612,-1.263306,1.272453,90544.986506,2001-01-01 19:09:04.987 -0600
-0.008316,-0.015900,-1.214294,1.214427,90544.956660,2001-01-01 19:09:04.957 -0600
-0.151474,-0.237823,-0.814468,0.861895,90544.926844,2001-01-01 19:09:04.927 -0600
-0.502625,-0.341797,-0.990982,1.162541,90544.896967,2001-01-01 19:09:04.897 -0600
0.077911,-0.063629,-0.818283,0.824443,90544.867182,2001-01-01 19:09:04.867 -0600
-0.059006,0.177216,-0.844101,0.864519,90544.837326,2001-01-01 19:09:04.837 -0600
-0.089508,0.002777,-0.891449,0.895936,90544.807540,2001-01-01 19:09:04.808 -0600
-0.131271,0.165237,-0.942108,0.965455,90544.777633,2001-01-01 19:09:04.778 -0600
0.010391,0.138336,-0.981918,0.991670,90544.747848,2001-01-01 19:09:04.748 -0600
-0.108261,-0.197815,-0.994278,1.019529,90544.717941,2001-01-01 19:09:04.718 -0600
-0.031021,0.120712,-0.986511,0.994353,90544.688156,2001-01-01 19:09:04.688 -0600
0.012177,0.251862,-0.890320,0.925339,90544.658248,2001-01-01 19:09:04.658 -0600
0.034637,0.370102,-0.917908,0.990318,90544.628463,2001-01-01 19:09:04.628 -0600
0.033066,0.111404,-0.928360,0.935605,90544.598587,2001-01-01 19:09:04.599 -0600
0.220963,-0.011276,-1.001358,1.025509,90544.568740,2001-01-01 19:09:04.569 -0600
0.307907,0.333771,-1.038712,1.133636,90544.538894,2001-01-01 19:09:04.539 -0600
0.166306,0.439163,-1.009094,1.113011,90544.509048,2001-01-01 19:09:04.509 -0600
0.129364,0.348999,-0.947540,1.018022,90544.479263,2001-01-01 19:09:04.479 -0600
-0.131775,-0.114410,-0.808411,0.827032,90544.449386,2001-01-01 19:09:04.449 -0600
-0.076752,0.363724,-0.828842,0.908386,90544.419601,2001-01-01 19:09:04.420 -0600
0.018784,0.396362,-0.944290,1.024275,90544.389694,2001-01-01 19:09:04.390 -0600
0.072586,0.197525,-0.928085,0.951644,90544.359909,2001-01-01 19:09:04.360 -0600
-0.055161,0.317947,-0.965973,1.018448,90544.330032,2001-01-01 19:09:04.330 -0600
-0.334579,0.289536,-1.066849,1.154963,90544.300247,2001-01-01 19:09:04.300 -0600
-0.174988,0.221252,-0.786682,0.835729,90544.270370,2001-01-01 19:09:04.270 -0600
-0.038040,0.263611,-0.818405,0.860654,90544.240585,2001-01-01 19:09:04.241 -0600
-0.003693,0.398575,-0.914520,0.997609,90544.210678,2001-01-01 19:09:04.211 -0600
0.166626,0.331268,-0.938766,1.009349,90544.180892,2001-01-01 19:09:04.181 -0600
-0.000992,0.485504,-0.689026,0.842895,90544.151016,2001-01-01 19:09:04.151 -0600
-0.154770,0.545792,-0.788132,0.971079,90544.121231,2001-01-01 19:09:04.121 -0600
-0.104248,0.495850,-0.813080,0.958036,90544.091323,2001-01-01 19:09:04.091 -0600
-0.083481,0.451065,-0.790283,0.913770,90544.061569,2001-01-01 19:09:04.062 -0600
-0.165741,0.606644,-0.840179,1.049470,90544.031661,2001-01-01 19:09:04.032 -0600
-0.102753,0.591904,-0.818405,1.015232,90544.001907,2001-01-01 19:09:04.002 -0600
-0.132416,0.692001,-0.704193,0.996136,90543.972000,2001-01-01 19:09:03.972 -0600
-0.113571,0.787109,-0.711258,1.066924,90543.942214,2001-01-01 19:09:03.942 -0600
-0.066833,0.833450,-0.598480,1.028244,90543.912338,2001-01-01 19:09:03.912 -0600
-0.043716,0.930740,-0.617966,1.118065,90543.882553,2001-01-01 19:09:03.883 -0600
-0.006744,0.919067,-0.631668,1.115229,90543.852645,2001-01-01 19:09:03.853 -0600
0.041962,0.926239,-0.622330,1.116680,90543.822905,2001-01-01 19:09:03.823 -0600
0.052231,0.956924,-0.649628,1.157777,90543.792998,2001-01-01 19:09:03.793 -0600
0.030487,1.020035,-0.649277,1.209529,90543.763212,2001-01-01 19:09:03.763 -0600
-0.001114,1.010101,-0.583939,1.166743,90543.733305,2001-01-01 19:09:03.733 -0600
0.004929,1.034286,-0.554123,1.173382,90543.703550,2001-01-01 19:09:03.704 -0600
0.085251,0.945221,-0.531754,1.087875,90543.673643,2001-01-01 19:09:03.674 -0600
0.169235,0.919357,-0.484070,1.052702,90543.643858,2001-01-01 19:09:03.644 -0600
0.197327,0.889236,-0.435074,1.009440,90543.613951,2001-01-01 19:09:03.614 -0600
0.195038,0.952927,-0.401779,1.052395,90543.584166,2001-01-01 19:09:03.584 -0600
0.140518,1.041397,-0.366470,1.112903,90543.554258,2001-01-01 19:09:03.554 -0600
0.074860,1.109894,-0.315857,1.156388,90543.524473,2001-01-01 19:09:03.524 -0600
0.101059,1.023605,-0.324158,1.078452,90543.494566,2001-01-01 19:09:03.495 -0600
0.118683,0.949951,-0.353333,1.020459,90543.464781,2001-01-01 19:09:03.465 -0600
0.112183,0.905762,-0.387024,0.991351,90543.434904,2001-01-01 19:09:03.435 -0600
0.072891,0.809067,-0.436111,0.922006,90543.405119,2001-01-01 19:09:03.405 -0600
0.121292,1.097275,-0.474274,1.201524,90543.375212,2001-01-01 19:09:03.375 -0600
0.116577,1.308716,-0.571747,1.432907,90543.345427,2001-01-01 19:09:03.345 -0600
0.021790,1.109192,-0.684998,1.303842,90543.315519,2001-01-01 19:09:03.316 -0600
0.108673,1.007584,-0.735046,1.251930,90543.285734,2001-01-01 19:09:03.286 -0600
0.206268,0.849777,-0.577515,1.047946,90543.255827,2001-01-01 19:09:03.256 -0600
0.179214,0.826965,-0.632721,1.056563,90543.226042,2001-01-01 19:09:03.226 -0600
0.080063,0.805115,-0.623566,1.021496,90543.196165,2001-01-01 19:09:03.196 -0600
-0.014160,0.705673,-0.668655,0.972253,90543.166380,2001-01-01 19:09:03.166 -0600
-0.055908,0.684921,-0.793640,1.049813,90543.136473,2001-01-01 19:09:03.136 -0600
-0.006104,0.677628,-0.821136,1.064651,90543.106688,2001-01-01 19:09:03.107 -0600
0.039963,0.570206,-0.814499,0.995058,90543.076780,2001-01-01 19:09:03.077 -0600
-0.067017,0.599716,-0.702499,0.926097,90543.046995,2001-01-01 19:09:03.047 -0600
-0.195694,0.590820,-0.644135,0.895698,90543.017119,2001-01-01 19:09:03.017 -0600
-0.177170,0.410492,-0.614227,0.759716,90542.987333,2001-01-01 19:09:02.987 -0600
-0.052612,0.374222,-0.700363,0.795813,90542.957426,2001-01-01 19:09:02.957 -0600
-0.002228,0.566589,-0.891907,1.056658,90542.927641,2001-01-01 19:09:02.928 -0600
0.159546,0.447266,-0.965958,1.076371,90542.897734,2001-01-01 19:09:02.898 -0600
0.031738,0.647949,-0.975220,1.171281,90542.867949,2001-01-01 19:09:02.868 -0600
0.022308,0.442307,-0.880600,0.985692,90542.838068,2001-01-01 19:09:02.838 -0600
-0.099655,0.312485,-0.831924,0.894246,90542.808283,2001-01-01 19:09:02.808 -0600
-0.246857,0.271591,-0.800583,0.880700,90542.778376,2001-01-01 19:09:02.778 -0600
-0.206131,0.234161,-0.771698,0.832370,90542.748591,2001-01-01 19:09:02.749 -0600
-0.039612,0.230591,-0.577789,0.623363,90542.718684,2001-01-01 19:09:02.719 -0600
0.022430,0.198288,-0.711807,0.739250,90542.688899,2001-01-01 19:09:02.689 -0600
0.048630,0.121109,-0.820984,0.831292,90542.658991,2001-01-01 19:09:02.659 -0600
0.051804,0.633194,-0.625961,0.891878,90542.629206,2001-01-01 19:09:02.629 -0600
0.202377,0.298599,-0.673294,0.763834,90542.599329,2001-01-01 19:09:02.599 -0600
0.201889,0.441711,-0.675323,0.831823,90542.569544,2001-01-01 19:09:02.570 -0600
0.225204,0.163803,-0.835632,0.880812,90542.539637,2001-01-01 19:09:02.540 -0600
0.223282,0.770813,-0.569077,0.983797,90542.509852,2001-01-01 19:09:02.510 -0600
0.262039,0.654419,-0.816986,1.079071,90542.479945,2001-01-01 19:09:02.480 -0600
0.104202,0.596786,-0.871445,1.061333,90542.450160,2001-01-01 19:09:02.450 -0600
0.278076,1.169388,-1.097305,1.627536,90542.420252,2001-01-01 19:09:02.420 -0600
0.311066,1.287079,-0.875671,1.587493,90542.390467,2001-01-01 19:09:02.390 -0600
0.109283,0.655640,-0.817780,1.053836,90542.360590,2001-01-01 19:09:02.361 -0600
0.143402,0.628235,-0.761642,0.997669,90542.329737,2001-01-01 19:09:02.330 -0600
0.045944,0.582138,-0.827637,1.012906,90542.299891,2001-01-01 19:09:02.300 -0600
0.013214,0.804794,-0.904953,1.211119,90542.270106,2001-01-01 19:09:02.270 -0600
-0.040466,0.710373,-0.749557,1.033491,90542.240229,2001-01-01 19:09:02.240 -0600
-0.134857,0.768234,-0.603271,0.986056,90542.210444,2001-01-01 19:09:02.210 -0600
-0.170074,0.941940,-0.649002,1.156452,90542.180537,2001-01-01 19:09:02.181 -0600
-0.126984,0.871002,-0.688156,1.117286,90542.150752,2001-01-01 19:09:02.151 -0600
0.150116,0.911804,-0.601990,1.102866,90542.120844,2001-01-01 19:09:02.121 -0600
-0.108170,0.938324,-0.538620,1.087320,90542.091059,2001-01-01 19:09:02.091 -0600
-0.009369,0.710968,-0.709396,1.004394,90542.061152,2001-01-01 19:09:02.061 -0600
-0.120850,0.676331,-0.612686,0.920550,90542.031367,2001-01-01 19:09:02.031 -0600
-0.024704,0.674362,-0.713150,0.981813,90542.001460,2001-01-01 19:09:02.001 -0600
-0.029007,0.655334,-0.570786,0.869541,90541.971705,2001-01-01 19:09:01.972 -0600
-0.088989,0.731781,-0.577271,0.936303,90541.941798,2001-01-01 19:09:01.942 -0600
-0.118484,0.824738,-0.505768,0.974696,90541.912013,2001-01-01 19:09:01.912 -0600
-0.295151,0.888931,-0.584412,1.104015,90541.882105,2001-01-01 19:09:01.882 -0600
0.316162,0.793335,-0.458145,0.969142,90541.852320,2001-01-01 19:09:01.852 -0600
-0.012497,0.787354,-0.513733,0.940214,90541.822432,2001-01-01 19:09:01.822 -0600
0.042572,0.698273,-0.479691,0.848234,90541.792647,2001-01-01 19:09:01.793 -0600
0.138855,0.697754,-0.443161,0.838172,90541.762770,2001-01-01 19:09:01.763 -0600
0.129562,0.730820,-0.491440,0.890167,90541.732985,2001-01-01 19:09:01.733 -0600
0.110626,0.921463,-0.479874,1.044802,90541.703078,2001-01-01 19:09:01.703 -0600
-0.021332,1.162796,-0.513199,1.271189,90541.673293,2001-01-01 19:09:01.673 -0600
-0.080658,1.095047,-0.585297,1.244269,90541.643385,2001-01-01 19:09:01.643 -0600
-0.081055,0.972855,-0.618729,1.155786,90541.613600,2001-01-01 19:09:01.614 -0600
-0.091660,0.931046,-0.530838,1.075656,90541.583693,2001-01-01 19:09:01.584 -0600
-0.130920,0.990509,-0.508469,1.121066,90541.553908,2001-01-01 19:09:01.554 -0600
-0.145660,0.986069,-0.523773,1.126005,90541.524031,2001-01-01 19:09:01.524 -0600
-0.185272,0.929703,-0.515320,1.078994,90541.494246,2001-01-01 19:09:01.494 -0600
-0.199631,0.909927,-0.518616,1.066200,90541.464339,2001-01-01 19:09:01.464 -0600
-0.206818,0.869415,-0.532532,1.040311,90541.434554,2001-01-01 19:09:01.435 -0600
-0.228836,0.821411,-0.500702,0.988830,90541.404646,2001-01-01 19:09:01.405 -0600
-0.274414,0.805969,-0.505341,0.990080,90541.374861,2001-01-01 19:09:01.375 -0600
-0.309875,0.804611,-0.548248,1.021762,90541.344954,2001-01-01 19:09:01.345 -0600
-0.354919,0.769623,-0.584351,1.029443,90541.315169,2001-01-01 19:09:01.315 -0600
-0.414597,0.804810,-0.621994,1.098401,90541.285262,2001-01-01 19:09:01.285 -0600
-0.390884,0.824188,-0.575607,1.078611,90541.255476,2001-01-01 19:09:01.255 -0600
-0.330612,0.920349,-0.576584,1.135251,90541.225569,2001-01-01 19:09:01.226 -0600
-0.275543,1.062134,-0.544266,1.224858,90541.195784,2001-01-01 19:09:01.196 -0600
-0.227921,1.118851,-0.498657,1.245967,90541.165907,2001-01-01 19:09:01.166 -0600
-0.158203,1.324097,-0.442856,1.405127,90541.136122,2001-01-01 19:09:01.136 -0600
-0.171219,1.193451,-0.559204,1.329041,90541.106215,2001-01-01 19:09:01.106 -0600
-0.141739,0.988754,-0.526184,1.128979,90541.076430,2001-01-01 19:09:01.076 -0600
-0.098282,0.991165,-0.730087,1.234947,90541.046523,2001-01-01 19:09:01.047 -0600
-0.076324,0.952896,-0.602264,1.129849,90541.016737,2001-01-01 19:09:01.017 -0600
-0.195160,1.014587,-0.478500,1.138612,90540.986830,2001-01-01 19:09:00.987 -0600
-0.364059,0.918762,-0.472687,1.095489,90540.957045,2001-01-01 19:09:00.957 -0600
-0.296951,0.590515,-0.290222,0.721884,90540.927138,2001-01-01 19:09:00.927 -0600
-0.102402,0.780212,-0.324280,0.851102,90540.897353,2001-01-01 19:09:00.897 -0600
0.377258,1.293167,-0.652679,1.496862,90540.867476,2001-01-01 19:09:00.867 -0600
0.832382,0.878052,-0.749298,1.423124,90540.837691,2001-01-01 19:09:00.838 -0600
0.309525,0.344452,-0.624527,0.777487,90540.807804,2001-01-01 19:09:00.808 -0600
-0.131973,0.332458,-0.667740,0.757510,90540.778019,2001-01-01 19:09:00.778 -0600
-0.255890,0.498001,-0.549637,0.784592,90540.748112,2001-01-01 19:09:00.748 -0600
-0.084335,0.562714,-0.500641,0.757892,90540.718327,2001-01-01 19:09:00.718 -0600
0.086014,0.355255,-0.651581,0.747102,90540.688420,2001-01-01 19:09:00.688 -0600
0.057770,0.240005,-0.732483,0.772963,90540.658635,2001-01-01 19:09:00.659 -0600
-0.089142,0.746185,-0.712845,1.035802,90540.628758,2001-01-01 19:09:00.629 -0600
0.025528,0.663116,-0.787766,1.030024,90540.598973,2001-01-01 19:09:00.599 -0600
-0.112671,0.677704,-0.676575,0.964225,90540.569065,2001-01-01 19:09:00.569 -0600
-0.146851,0.777161,-0.650085,1.023794,90540.539280,2001-01-01 19:09:00.539 -0600
-0.024673,0.548645,-0.815689,0.983346,90540.509373,2001-01-01 19:09:00.509 -0600
-0.185623,1.131500,-0.710403,1.348859,90540.479588,2001-01-01 19:09:00.480 -0600
-0.156158,0.689713,-0.747437,1.028956,90540.449681,2001-01-01 19:09:00.450 -0600
-0.168076,0.789551,-0.804459,1.139646,90540.419896,2001-01-01 19:09:00.420 -0600
-0.120651,0.764709,-0.837067,1.140183,90540.389988,2001-01-01 19:09:00.390 -0600
-0.052261,0.581512,-0.815353,1.002841,90540.360203,2001-01-01 19:09:00.360 -0600
-0.070511,0.576752,-0.870987,1.047011,90540.330326,2001-01-01 19:09:00.330 -0600
0.012039,0.758347,-0.680679,1.019097,90540.300541,2001-01-01 19:09:00.301 -0600
-0.056335,0.901566,-0.700836,1.143313,90540.270634,2001-01-01 19:09:00.271 -0600
-0.314087,0.638504,-0.589447,0.924005,90540.240849,2001-01-01 19:09:00.241 -0600
0.295258,0.784012,-0.770721,1.138360,90540.210942,2001-01-01 19:09:00.211 -0600
0.007309,0.637436,-0.669235,0.924258,90540.181157,2001-01-01 19:09:00.181 -0600
0.071671,0.735931,-0.587616,0.944470,90540.151280,2001-01-01 19:09:00.151 -0600
0.021759,0.683319,-0.648651,0.942415,90540.121495,2001-01-01 19:09:00.121 -0600
-0.023651,0.686676,-0.645279,0.942586,90540.091587,2001-01-01 19:09:00.092 -0600
-0.118622,0.690231,-0.615372,0.932294,90540.061802,2001-01-01 19:09:00.062 -0600
-0.278259,0.667709,-0.661880,0.980484,90540.031895,2001-01-01 19:09:00.032 -0600
-0.467117,0.573120,-0.763992,1.063179,90540.002110,2001-01-01 19:09:00.002 -0600
-0.562805,0.528809,-0.938156,1.215123,90539.972233,2001-01-01 19:08:59.972 -0600
-0.489655,0.544052,-0.932693,1.185610,90539.942448,2001-01-01 19:08:59.942 -0600
-0.461075,0.639130,-0.962616,1.244068,90539.912541,2001-01-01 19:08:59.913 -0600
-0.350418,0.718597,-0.923645,1.221595,90539.882756,2001-01-01 19:08:59.883 -0600
-0.270676,0.629837,-0.865616,1.104197,90539.852848,2001-01-01 19:08:59.853 -0600
-0.155655,0.682312,-0.799683,1.062671,90539.823077,2001-01-01 19:08:59.823 -0600
-0.042038,0.567154,-0.660614,0.871689,90539.793170,2001-01-01 19:08:59.793 -0600
-0.075043,0.592346,-0.730652,0.943588,90539.763385,2001-01-01 19:08:59.763 -0600
-0.076797,0.553375,-0.699326,0.895086,90539.733478,2001-01-01 19:08:59.733 -0600
-0.257614,0.548325,-0.776642,0.984986,90539.703693,2001-01-01 19:08:59.704 -0600
-0.290070,0.551529,-0.878860,1.077367,90539.673785,2001-01-01 19:08:59.674 -0600
-0.218643,0.563446,-0.819443,1.018215,90539.644000,2001-01-01 19:08:59.644 -0600
-0.307617,0.521912,-0.778870,0.986741,90539.614123,2001-01-01 19:08:59.614 -0600
-0.318665,0.522995,-0.848846,1.046714,90539.584338,2001-01-01 19:08:59.584 -0600
-0.186050,0.587448,-0.784439,0.997524,90539.554431,2001-01-01 19:08:59.554 -0600
-0.146759,0.519852,-0.706421,0.889278,90539.524646,2001-01-01 19:08:59.525 -0600
-0.155853,0.461624,-0.826309,0.959257,90539.494739,2001-01-01 19:08:59.495 -0600
-0.185242,0.510635,-0.790131,0.958838,90539.464954,2001-01-01 19:08:59.465 -0600
-0.198090,0.495728,-0.799515,0.961358,90539.435046,2001-01-01 19:08:59.435 -0600
-0.197296,0.484955,-0.831726,0.982790,90539.405261,2001-01-01 19:08:59.405 -0600
-0.223068,0.485626,-0.840576,0.996073,90539.375354,2001-01-01 19:08:59.375 -0600
-0.259827,0.501633,-0.850311,1.020869,90539.345569,2001-01-01 19:08:59.346 -0600
-0.289062,0.507721,-0.830887,1.015732,90539.315692,2001-01-01 19:08:59.316 -0600
-0.281372,0.577972,-0.819473,1.041518,90539.285907,2001-01-01 19:08:59.286 -0600
-0.100128,0.488708,-0.861374,0.995403,90539.255969,2001-01-01 19:08:59.256 -0600
0.009125,0.473938,-0.906219,1.022709,90539.226184,2001-01-01 19:08:59.226 -0600
-0.098053,0.453751,-0.923309,1.033443,90539.196307,2001-01-01 19:08:59.196 -0600
0.000977,0.521088,-0.845123,0.992858,90539.166522,2001-01-01 19:08:59.167 -0600
-0.077591,0.474396,-0.843979,0.971273,90539.136615,2001-01-01 19:08:59.137 -0600
-0.104385,0.529770,-0.799240,0.964540,90539.106830,2001-01-01 19:08:59.107 -0600
-0.293549,0.500626,-0.845337,1.025374,90539.076923,2001-01-01 19:08:59.077 -0600
-0.273621,0.545319,-0.813202,1.016631,90539.047137,2001-01-01 19:08:59.047 -0600
-0.435837,0.540451,-0.793594,1.054435,90539.017230,2001-01-01 19:08:59.017 -0600
-0.075058,0.521683,-0.855301,1.004652,90538.987475,2001-01-01 19:08:58.987 -0600
-0.140228,0.463028,-0.877411,1.001952,90538.957568,2001-01-01 19:08:58.958 -0600
-0.264175,0.490570,-0.905533,1.063220,90538.927783,2001-01-01 19:08:58.928 -0600
0.050293,0.458221,-0.872253,0.986571,90538.897906,2001-01-01 19:08:58.898 -0600
-0.029602,0.508820,-0.861328,1.000830,90538.868121,2001-01-01 19:08:58.868 -0600
-0.174057,0.459869,-0.837265,0.970973,90538.838264,2001-01-01 19:08:58.838 -0600
-0.151016,0.507462,-0.821960,0.977723,90538.808509,2001-01-01 19:08:58.809 -0600
-0.187500,0.443680,-0.885254,1.007811,90538.778602,2001-01-01 19:08:58.779 -0600
-0.350830,0.470856,-0.800995,0.993166,90538.748817,2001-01-01 19:08:58.749 -0600
-0.247009,0.538376,-0.763062,0.965984,90538.718910,2001-01-01 19:08:58.719 -0600
-0.296494,0.413055,-0.867401,1.005439,90538.689155,2001-01-01 19:08:58.689 -0600
-0.216248,0.444885,-0.865067,0.996507,90538.659248,2001-01-01 19:08:58.659 -0600
-0.232285,0.456543,-0.872360,1.011632,90538.629463,2001-01-01 19:08:58.629 -0600
-0.279816,0.553375,-0.803528,1.014977,90538.599586,2001-01-01 19:08:58.600 -0600
-0.277130,0.508926,-0.853226,1.031407,90538.569801,2001-01-01 19:08:58.570 -0600
-0.222168,0.436386,-0.832886,0.966173,90538.539894,2001-01-01 19:08:58.540 -0600
-0.257553,0.465393,-0.807480,0.966927,90538.510139,2001-01-01 19:08:58.510 -0600
-0.225937,0.467285,-0.872559,1.015264,90538.480232,2001-01-01 19:08:58.480 -0600
-0.281662,0.452621,-0.838257,0.993415,90538.450447,2001-01-01 19:08:58.450 -0600
